treatment,estimate,stderr,lower,upper,rmse y,accuracy y,rmse D,accuracy D,rmse final,n,learner_y,learner_d
treated,0.05287391497596992,0.013966974760600907,0.02549864444519214,0.0802491855067477,0.39631986967436517,0.7574593796159528,0.4783198469123253,0.6419497784342688,0.4020301766871773,3385,GBF,MLP
treated,0.05121525757261044,0.01416733541759401,0.02344728015412618,0.07898323499109469,0.39741324996558886,0.757754800590842,0.47208261767335835,0.6451994091580502,0.40328437767993414,3385,GBF,Logit
treated,0.04440127927239799,0.013645472319377799,0.0176561535264175,0.07114640501837848,0.3974668432464472,0.7565731166912851,0.4910735118378111,0.6233382570162481,0.40336584112179863,3385,GBF,Tree
treated,0.0527101430530526,0.014311972368703692,0.024658677210393363,0.08076160889571184,0.397567489888231,0.752437223042836,0.4683243652685129,0.6508124076809454,0.4032595568758097,3385,GBF,GBF
treated,0.05128044594980549,0.014423284951720718,0.023010807444432888,0.0795500844551781,0.39892833789059595,0.7518463810930576,0.46757018270124334,0.6511078286558346,0.40465727164757276,3385,GBF,RF
treated,0.05205415965196932,0.014428288013684199,0.02377471514514829,0.08033360415879034,0.3991547150714584,0.7580502215657312,0.4677002475168551,0.6522895125553915,0.404667922940732,3385,Logit,RF
treated,0.0542198065760605,0.014370936505533255,0.026052771025215322,0.08238684212690568,0.3991547150714584,0.7580502215657312,0.4689957464301276,0.6540620384047268,0.40462941763972576,3385,Logit,GBF
treated,0.060638375150979834,0.01426139828372959,0.03268603451486984,0.08859071578708982,0.3991547150714584,0.7580502215657312,0.47208261767335835,0.6451994091580502,0.40443444521433825,3385,Logit,Logit
treated,0.049190680945110435,0.014113929789086974,0.02152737855849997,0.0768539833317209,0.3991547150714584,0.7580502215657312,0.4770225986093622,0.6437223042836041,0.4048114907315874,3385,Logit,MLP
treated,0.04701788104008243,0.013752219287567091,0.02006353123645093,0.07397223084371393,0.3991547150714584,0.7580502215657312,0.4911352890020202,0.6233382570162481,0.40474948498373414,3385,Logit,Tree
treated,0.05471390448154659,0.01400000603094615,0.027273892660892134,0.08215391630220104,0.3994344647029445,0.7477104874446086,0.47902832168594145,0.6410635155096012,0.4050364347639177,3385,RF,MLP
treated,0.05100272921809016,0.01435855660140905,0.02285995827932842,0.0791455001568519,0.3996690423867705,0.7509601181683899,0.4676246732762459,0.6531757754800591,0.40533921835565023,3385,RF,RF
treated,0.055878782907573685,0.014355064105037195,0.027742857261700782,0.08401470855344659,0.39985665580616936,0.7435745937961595,0.4687839761888366,0.6525849335302807,0.40530632250901316,3385,RF,GBF
treated,0.053506223126164223,0.014216801125264545,0.025641292920645715,0.08137115333168274,0.3998748901330058,0.7477104874446086,0.47208261767335835,0.6451994091580502,0.4055756825747873,3385,RF,Logit
treated,0.048655319415856865,0.013692477079629678,0.021818064339782697,0.07549257449193103,0.3999134452943534,0.7465288035450517,0.49122636074395176,0.6230428360413589,0.4055151704413103,3385,RF,Tree
treated,0.06134683144139809,0.015188403836363457,0.031577559922125714,0.09111610296067046,0.4196561711845349,0.7344165435745938,0.47208261767335835,0.6451994091580502,0.4247079069543176,3385,MLP,Logit
treated,0.04160361800401801,0.014604294146065896,0.012979201477728856,0.07022803453030717,0.4197993566598851,0.7208271787296898,0.48170286385129446,0.638109305760709,0.4256728962017335,3385,Tree,MLP
treated,0.048074638316300766,0.014993373314204285,0.01868762662046037,0.07746165001214117,0.41993708471238345,0.7205317577548006,0.4692584659738402,0.6528803545051699,0.4255332061110483,3385,Tree,GBF
treated,0.04534407612741667,0.014879632925127178,0.016179995594167402,0.07450815666066594,0.41993708471238345,0.7205317577548006,0.47208261767335835,0.6451994091580502,0.42574360286620555,3385,Tree,Logit
treated,0.04364681303395765,0.015083768876603516,0.014082626035814758,0.07321100003210054,0.4209463983401157,0.7184638109305761,0.46736415512859647,0.6522895125553915,0.42660541600279644,3385,Tree,RF
treated,0.03657511893372862,0.014378932110326663,0.008392411997488358,0.06475782586996888,0.4209463983401157,0.7184638109305761,0.4911352890020202,0.6233382570162481,0.4267864389403562,3385,Tree,Tree
treated,0.0695084158956701,0.015318248972921434,0.03948464790874409,0.0995321838825961,0.42228904154733304,0.7332348596750369,0.46876239066058617,0.6493353028064993,0.4271364017693869,3385,MLP,GBF
treated,0.051861925480956736,0.01483028479965922,0.022794567273624666,0.0809292836882888,0.42375379903700766,0.7323485967503692,0.49114250096093587,0.6233382570162481,0.42908745971233736,3385,MLP,Tree
treated,0.084952461865161,0.015259691616015534,0.05504346629777056,0.11486145743255145,0.42377202445477835,0.7341211225997046,0.4788534409033616,0.6451994091580502,0.4279680635559628,3385,MLP,MLP
treated,0.05485761637690523,0.015465049986468825,0.024546118403426333,0.08516911435038413,0.4248836065600324,0.7293943870014771,0.46760452715593825,0.6534711964549483,0.43052945717123825,3385,MLP,RF
