treatment,estimate,stderr,lower,upper,rmse y,accuracy y,rmse D,accuracy D,rmse final,n,learner_y,learner_d
treated,0.05991150703955633,0.013332849973250944,0.033779121091984485,0.08604389298712818,0.36928369664779526,0.7899556868537666,0.4653337261908483,0.658493353028065,0.3732504432686579,3385,GBF,RF
treated,0.06335166292275465,0.013282076862898593,0.03731879227147341,0.08938453357403589,0.3694250413774135,0.7810930576070901,0.4669369100567249,0.658493353028065,0.37333920093005146,3385,GBF,GBF
treated,0.06088505347970418,0.013260402433242122,0.034894664710549625,0.08687544224885874,0.36946245926617866,0.7867060561299852,0.46895232872245607,0.6570162481536189,0.37356582857380766,3385,GBF,Logit
treated,0.05786110911942657,0.013085849406444198,0.032212844282795944,0.08350937395605719,0.36947548346864234,0.7831610044313146,0.4764457705922669,0.6490398818316101,0.3736980911472217,3385,GBF,MLP
treated,0.05191859730072928,0.012497165856540982,0.027424152221908957,0.0764130423795496,0.36948319884248093,0.7846381093057607,0.4943052998039942,0.6230428360413589,0.37373332382196695,3385,GBF,Tree
treated,0.06854225874275963,0.013185084244487324,0.04269949362356447,0.09438502386195478,0.37284237456753994,0.7778434268833088,0.47446416489638765,0.6519940915805023,0.37662598096664174,3385,RF,MLP
treated,0.06452742533199068,0.013410033965050805,0.0382437587604911,0.09081109190349027,0.37289138548795897,0.7766617429837519,0.46642590312630616,0.6561299852289513,0.37668831408387965,3385,RF,GBF
treated,0.060776629738123054,0.013482682413673033,0.03435057220732391,0.08720268726892219,0.3729318200980023,0.7763663220088626,0.46443073516208666,0.6581979320531758,0.376858771599163,3385,RF,RF
treated,0.05531019759681108,0.0126447728654358,0.03052644278055691,0.08009395241306524,0.37326280393178707,0.7772525849335303,0.4945755344498237,0.6227474150664697,0.3773163671279332,3385,RF,Tree
treated,0.06166567911757555,0.013384150095192842,0.03543274493099757,0.08789861330415352,0.3734028363010651,0.7748892171344165,0.46895232872245607,0.6570162481536189,0.37742169433343253,3385,RF,Logit
treated,0.06244208103706652,0.013557145372592932,0.035870076106784374,0.08901408596734867,0.3738497522669255,0.7831610044313146,0.4644431791291612,0.6611521418020679,0.3776253708338967,3385,Logit,RF
treated,0.06441846813236271,0.013506876568029137,0.0379449900590256,0.09089194620569982,0.3738497522669255,0.7831610044313146,0.4662467783350161,0.6614475627769572,0.377554851350273,3385,Logit,GBF
treated,0.06792879391040663,0.013433423654039399,0.04159928354848941,0.09425830427232385,0.3738497522669255,0.7831610044313146,0.46895232872245607,0.6570162481536189,0.3774073527722147,3385,Logit,Logit
treated,0.0617560109228636,0.01323208517133693,0.035821123987043214,0.08769089785868397,0.3738497522669255,0.7831610044313146,0.47597501944061704,0.6573116691285081,0.3775740463539983,3385,Logit,MLP
treated,0.05485695036695733,0.012707483085615647,0.02995028351915066,0.079763617214764,0.3738497522669255,0.7831610044313146,0.49439232132795125,0.6230428360413589,0.377807894159941,3385,Logit,Tree
treated,0.055030127765158594,0.014115109089429248,0.02736451394987727,0.08269574158043992,0.3932953820967095,0.7630723781388479,0.4638740369032427,0.6579025110782866,0.3980637890601842,3385,Tree,RF
treated,0.060127459552997094,0.01403316724418907,0.03262245175438652,0.08763246735160767,0.3932953820967095,0.7630723781388479,0.4662806518589628,0.6573116691285081,0.3979466802850068,3385,Tree,GBF
treated,0.05944545869397298,0.013968821658278919,0.032066568243746305,0.08682434914419966,0.3932953820967095,0.7630723781388479,0.46895232872245607,0.6570162481536189,0.3980048865813535,3385,Tree,Logit
treated,0.058820337164116526,0.013677259028963416,0.032012909467348236,0.08562776486088482,0.3932953820967095,0.7630723781388479,0.4773343646882791,0.6499261447562777,0.39814250308527127,3385,Tree,MLP
treated,0.048679122446764124,0.013207449500402495,0.022792521425975234,0.07456572346755301,0.3932953820967095,0.7630723781388479,0.49451816045704117,0.6227474150664697,0.3981930362785333,3385,Tree,Tree
treated,0.06520067115516742,0.014432388713596036,0.036913189276519195,0.09348815303381565,0.39558932791036133,0.768685376661743,0.4641626286907336,0.6573116691285081,0.39912312939184,3385,MLP,RF
treated,0.07806790553053473,0.014291162359916827,0.050057227305097755,0.1060785837559717,0.39815122602049086,0.7710487444608567,0.4751048965203269,0.6484490398818316,0.4009658082459775,3385,MLP,MLP
treated,0.07728047407183855,0.014672420585354354,0.04852252972454402,0.10603841841913308,0.40044974007350576,0.761890694239291,0.46895232872245607,0.6570162481536189,0.40345790169072954,3385,MLP,Logit
treated,0.06898046993328756,0.014719793595741553,0.04012967448563412,0.097831265380941,0.40046942730435964,0.76602658788774,0.4668412363359522,0.658493353028065,0.40393339781025644,3385,MLP,GBF
treated,0.05631090325507673,0.013879497108782004,0.029107088921864005,0.08351471758828946,0.4016595812972861,0.7530280649926144,0.49416675594848836,0.6233382570162481,0.4054450065677867,3385,MLP,Tree
