treatment,estimate,stderr,lower,upper,rmse y,accuracy y,rmse D,accuracy D,rmse final,n,rmse D1,rmse D2,learner_y,learner_d
OPP_treated,0.044057890905296666,0.003250893904590049,0.03768613885230017,0.050429642958293164,0.319182443683104,0.8361416194829115,0.4708617965165136,0.6459058144029833,0.31829129773877185,43977,0.16351403400630882,0.4708617965165136,Tree,RF
CVE_treated,0.08245404970847743,0.009275268336337985,0.06427452376925498,0.10063357564769988,0.319182443683104,0.8361416194829115,0.16529887188512438,0.9725083566409715,0.31852265618899955,43977,0.16529887188512438,0.46812300300406906,Tree,MLP
OPP_treated,0.03688113760638242,0.00327456121426518,0.030462997626422666,0.043299277586342166,0.319182443683104,0.8361416194829115,0.46812300300406906,0.6511585601564455,0.31852265618899955,43977,0.16529887188512438,0.46812300300406906,Tree,MLP
CVE_treated,0.08779296603156356,0.009390711983366622,0.06938717054416497,0.10619876151896214,0.319182443683104,0.8361416194829115,0.30631563989491606,0.9725083566409715,0.31844824867157584,43977,0.30631563989491606,0.4647987359284876,Tree,Logit
OPP_treated,0.03937721324743339,0.0032986691114416976,0.03291182178900766,0.045842604705859116,0.319182443683104,0.8361416194829115,0.4647987359284876,0.6553198262728245,0.31844824867157584,43977,0.30631563989491606,0.4647987359284876,Tree,Logit
CVE_treated,0.0905664482017003,0.009393414170212205,0.07215535642808438,0.10897753997531623,0.31928079888932887,0.837574186506583,0.30631563989491606,0.9725083566409715,0.3185398824763484,43977,0.30631563989491606,0.4647987359284876,RF,Logit
OPP_treated,0.03894626271123847,0.0032996183068058674,0.03247901082989897,0.045413514592577975,0.31928079888932887,0.837574186506583,0.4647987359284876,0.6553198262728245,0.3185398824763484,43977,0.30631563989491606,0.4647987359284876,RF,Logit
CVE_treated,0.09392822967489074,0.00937234384511854,0.07555843573845841,0.11229802361132307,0.31946524650728125,0.8362325761193351,0.16351371052304817,0.9725083566409715,0.31858889117692896,43977,0.16351371052304817,0.4702366393437272,RF,Tree
OPP_treated,0.042759312769040714,0.0032590119100299516,0.036371649425382006,0.04914697611269942,0.31946524650728125,0.8362325761193351,0.4702366393437272,0.6543875207494827,0.31858889117692896,43977,0.16351371052304817,0.4702366393437272,RF,Tree
CVE_treated,0.09221645489467138,0.009393254972190164,0.07380567514917866,0.11062723464016411,0.3194738896398913,0.836687359301453,0.1632965841886094,0.9724856174818656,0.3186773709611292,43977,0.1632965841886094,0.4634119353823078,RF,GBF
OPP_treated,0.040887141381887634,0.003309984731190323,0.0343995713087546,0.04737471145502067,0.3194738896398913,0.836687359301453,0.4634119353823078,0.6561611751597426,0.3186773709611292,43977,0.1632965841886094,0.4634119353823078,RF,GBF
CVE_treated,0.0832382011932025,0.00929971671501422,0.06501075643177462,0.10146564595463037,0.31950081156329135,0.836914750892512,0.16497541981191863,0.9725083566409715,0.3188369896854172,43977,0.16497541981191863,0.46862786285319014,RF,MLP
OPP_treated,0.03688931850529158,0.003275525850762343,0.030469287837797385,0.04330934917278577,0.31950081156329135,0.836914750892512,0.46862786285319014,0.6501352979966801,0.3188369896854172,43977,0.16497541981191863,0.46862786285319014,RF,MLP
CVE_treated,0.09281622113234984,0.009373436873544685,0.07444428486020226,0.11118815740449743,0.3195290324075939,0.836687359301453,0.1635138763168009,0.9725083566409715,0.3186987587232251,43977,0.1635138763168009,0.471019564922479,RF,RF
OPP_treated,0.0411531630322103,0.003253977182374768,0.03477536775475576,0.04753095830966485,0.3195290324075939,0.836687359301453,0.471019564922479,0.6459058144029833,0.3186987587232251,43977,0.1635138763168009,0.471019564922479,RF,RF
CVE_treated,0.08819878406807573,0.009427622775677229,0.06972064342774836,0.10667692470840309,0.32056685698260023,0.845896718739341,0.16330605437700288,0.9724856174818656,0.3198665300165199,43977,0.16330605437700288,0.4634313930064402,MLP,GBF
OPP_treated,0.03781388834062626,0.0033221483061932674,0.03130247766048746,0.04432529902076506,0.32056685698260023,0.845896718739341,0.4634313930064402,0.6568888282511313,0.3198665300165199,43977,0.16330605437700288,0.4634313930064402,MLP,GBF
CVE_treated,0.08784275803905207,0.009409549969994298,0.06940004009786324,0.1062854759802409,0.3206438521205714,0.8450326306933169,0.1635138178144287,0.9725083566409715,0.3199373568095992,43977,0.1635138178144287,0.47107163737993507,MLP,RF
OPP_treated,0.037381589356409665,0.0032661512360952307,0.030979932933663013,0.04378324577915632,0.3206438521205714,0.8450326306933169,0.47107163737993507,0.6459058144029833,0.3199373568095992,43977,0.1635138178144287,0.47107163737993507,MLP,RF
CVE_treated,0.09100970283045574,0.009357064742187574,0.07266985593576811,0.10934954972514338,0.32098093864253563,0.8449416740568934,0.16465782477287955,0.9725083566409715,0.32017721882450756,43977,0.16465782477287955,0.46821123589141656,MLP,MLP
OPP_treated,0.039067394970386735,0.0032906457306846686,0.032617729338244784,0.045517060602528685,0.32098093864253563,0.8449416740568934,0.46821123589141656,0.650590081178798,0.32017721882450756,43977,0.16465782477287955,0.46821123589141656,MLP,MLP
CVE_treated,0.09045514690801014,0.009449444926720812,0.07193423485163734,0.10897605896438294,0.3212142219227,0.8434181503967983,0.30631563989491606,0.9725083566409715,0.32043994035412315,43977,0.30631563989491606,0.4647987359284876,MLP,Logit
OPP_treated,0.03977065221588414,0.0033193001931328078,0.03326482383734384,0.04627648059442444,0.3212142219227,0.8434181503967983,0.4647987359284876,0.6553198262728245,0.32043994035412315,43977,0.30631563989491606,0.4647987359284876,MLP,Logit
CVE_treated,0.09130996647442745,0.009441568493701293,0.07280449222677292,0.10981544072208198,0.3219503671987954,0.8441003251699752,0.16351371052304817,0.9725083566409715,0.32094200629930875,43977,0.16351371052304817,0.4702366393437272,MLP,Tree
OPP_treated,0.03951513817389983,0.0032830831517520883,0.033080295196465735,0.045949981151333925,0.3219503671987954,0.8441003251699752,0.4702366393437272,0.6543875207494827,0.32094200629930875,43977,0.16351371052304817,0.4702366393437272,MLP,Tree
